Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
2,32,2,10,2,2,40,320,320,320,0,0.840951
2,10,2,8,2,20,16,320,320,320,0,0.966397
2,40,8,2,10,8,2,320,320,320,0,0.8804
1,2,160,2,8,20,1,320,320,320,0,0.854286
1,1,25,8,2,4,64,320,320,320,0,0.956057
1,4,1,800,4,2,4,320,320,320,0,0.763326
1,1,8,50,16,4,4,320,320,320,0,0.897594
1,1,64,10,1,16,10,320,320,320,0,0.928364
1,1,4,80,80,4,1,320,320,320,0,0.938102
2,320,1,1,1,160,2,320,320,320,0,0.490906
0,20,4,5,2,128,1,320,320,320,0,0.823792
2,160,4,5,1,2,16,320,320,320,0,0.90711
1,40,4,2,5,32,2,320,320,320,0,0.73404
3,1,160,4,20,1,8,320,320,320,0,0.490983
3,25,32,4,4,4,2,320,320,320,0,0.913233
3,5,20,1,128,4,2,320,320,320,0,0.763391
1,160,10,2,1,32,1,320,320,320,0,0.896965
1,40,1,16,16,10,1,320,320,320,0,0.930598
1,200,2,8,8,2,2,320,320,320,0,0.941958
1,2,100,16,1,2,16,320,320,320,0,0.901168
1,1,5,32,20,1,32,320,320,320,0,0.951193
1,128,5,1,5,4,8,320,320,320,0,0.938702
1,25,64,1,1,32,2,320,320,320,0,0.763237
1,200,4,4,16,2,1,320,320,320,0,0.89779
0,1,40,4,16,40,1,320,320,320,0,0.852888
1,4,5,80,4,16,1,320,320,320,0,0.925741
1,2,10,5,8,4,32,320,320,320,0,0.895944
1,4,1,40,8,16,5,320,320,320,0,0.954443
1,4,1,40,80,1,8,320,320,320,0,0.489941
1,5,5,4,4,32,8,320,320,320,0,0.901936
1,2,4,80,1,16,10,320,320,320,0,0.774936
1,64,2,5,4,1,40,320,320,320,0,0.846843
1,5,16,2,8,2,40,320,320,320,0,0.961661
1,8,1,40,5,8,8,320,320,320,0,0.91263
1,32,20,5,2,2,8,320,320,320,0,0.986254
3,1,160,5,2,4,16,320,320,320,0,0.928508
0,32,20,1,1,160,1,320,320,320,0,0.912556
1,4,20,2,8,4,20,320,320,320,0,0.922182
1,10,10,16,2,1,32,320,320,320,0,0.975153
1,20,10,2,8,4,8,320,320,320,0,0.897423
1,160,1,4,40,2,2,320,320,320,0,0.494243
1,20,20,2,2,16,4,320,320,320,0,0.903916
1,2,2,80,1,80,4,320,320,320,0,0.943172
1,10,5,8,2,64,2,320,320,320,0,0.763395
1,40,1,8,2,160,1,320,320,320,0,0.926485
1,1,10,16,160,4,1,320,320,320,0,0.48824
1,16,1,20,5,4,16,320,320,320,0,0.9276
1,80,2,5,32,1,4,320,320,320,0,0.921561
0,2,80,4,2,40,2,320,320,320,0,0.844357
2,20,20,4,32,2,1,320,320,320,0,0.945394
2,10,20,1,1,32,16,320,320,320,0,0.939279
1,5,40,4,1,4,32,320,320,320,0,0.94619
0,1,64,10,10,8,2,320,320,320,0,0.907627
1,25,4,1,16,1,64,320,320,320,0,0.763363
3,1,10,320,8,2,2,320,320,320,0,0.770227
1,1,400,8,1,16,2,320,320,320,0,0.900308
1,32,4,25,2,8,2,320,320,320,0,0.49309
1,10,20,1,256,2,1,320,320,320,0,0.941156
1,1,1,128,1,200,4,320,320,320,0,0.857253
1,50,16,1,1,64,2,320,320,320,0,0.943112
1,10,10,4,1,256,1,320,320,320,0,0.491343
1,4,32,5,10,1,16,320,320,320,0,0.983867
1,128,5,1,1,10,16,320,320,320,0,0.937582
2,4,25,2,4,128,1,320,320,320,0,0.932172
3,1,20,16,80,1,4,320,320,320,0,0.909697
1,50,16,1,16,2,4,320,320,320,0,0.914383
3,4,4,100,1,16,4,320,320,320,0,0.488446
1,5,160,2,16,4,1,320,320,320,0,0.763271
2,32,1,4,160,5,1,320,320,320,0,0.955943
1,4,5,16,10,32,1,320,320,320,0,0.763108
1,2,20,8,8,1,40,320,320,320,0,0.899955
1,20,16,1,8,20,2,320,320,320,0,0.960351
1,5,8,4,4,5,32,320,320,320,0,0.904181
2,4,16,25,8,1,8,320,320,320,0,0.851649
1,16,100,2,4,2,4,320,320,320,0,0.912768
1,40,1,20,1,16,8,320,320,320,0,0.936568
1,2,160,5,8,4,2,320,320,320,0,0.929719
0,1,1,100,512,2,1,320,320,320,0,0.955107
1,1,320,1,10,4,8,320,320,320,0,0.76329
0,1,25,32,32,1,4,320,320,320,0,0.490417
0,4,10,10,256,1,1,320,320,320,0,0.926343
1,32,5,5,1,8,16,320,320,320,0,0.493763
0,2,4,16,8,25,4,320,320,320,0,0.907383
3,16,1,10,1,80,8,320,320,320,0,0.383354
1,128,1,5,10,2,8,320,320,320,0,0.489537
0,50,32,1,4,1,16,320,320,320,0,0.931917
1,200,16,1,2,16,1,320,320,320,0,0.909641
2,8,1,20,40,2,8,320,320,320,0,0.923598
1,2,20,4,1,128,5,320,320,320,0,0.490998
1,4,25,4,64,4,1,320,320,320,0,0.897705
1,16,1,10,16,40,1,320,320,320,0,0.925212
1,10,8,2,1,40,16,320,320,320,0,0.901389
1,10,2,5,4,8,32,320,320,320,0,0.763261
1,16,5,5,16,4,4,320,320,320,0,0.975093
3,10,2,80,8,1,8,320,320,320,0,0.893496
1,40,2,8,1,16,10,320,320,320,0,0.900194
1,4,10,5,16,32,1,320,320,320,0,0.493814
1,4,32,5,1,160,1,320,320,320,0,0.897383
1,2,20,16,10,2,8,320,320,320,0,0.9427
0,10,64,5,2,2,8,320,320,320,0,0.978739
1,5,8,8,1,10,32,320,320,320,0,0.763425
1,1,64,2,1,32,25,320,320,320,0,0.906637
1,2,25,2,4,128,2,320,320,320,0,0.919032
1,4,8,4,100,1,8,320,320,320,0,0.939466
0,40,5,4,2,1,64,320,320,320,0,0.763333
3,1,5,128,80,1,2,320,320,320,0,0.98546
0,1,20,160,32,1,1,320,320,320,0,0.901792
2,64,1,5,2,40,4,320,320,320,0,0.489469
1,1,32,4,1,800,1,320,320,320,0,0.904049
1,80,2,1,128,1,5,320,320,320,0,0.89755
1,5,160,4,1,1,32,320,320,320,0,0.9725
1,32,10,5,1,8,8,320,320,320,0,0.917587
1,5,40,4,1,32,4,320,320,320,0,0.908204
1,16,25,1,64,4,1,320,320,320,0,0.896511
1,10,4,5,1,128,4,320,320,320,0,0.906635
3,16,1,25,1,16,16,320,320,320,0,0.763474
1,1,4,100,64,1,4,320,320,320,0,0.953849
2,1,128,1,8,4,25,320,320,320,0,0.907832
1,8,2,50,64,2,1,320,320,320,0,0.913941
1,10,40,4,8,8,1,320,320,320,0,0.488705
1,4,2,20,16,20,2,320,320,320,0,0.918204
1,4,5,5,1024,1,1,320,320,320,0,0.92421
1,1,1600,1,2,8,4,320,320,320,0,0.922786
3,10,8,2,1,320,2,320,320,320,0,0.494421
3,64,2,5,4,5,8,320,320,320,0,0.90749
0,1,40,10,32,1,8,320,320,320,0,0.899476
1,4,32,1,8,20,5,320,320,320,0,0.763498
1,8,8,10,16,2,5,320,320,320,0,0.941647
0,2,20,80,1,2,16,320,320,320,0,0.92553
1,1,10,160,1,32,2,320,320,320,0,0.968363
1,64,5,2,4,20,2,320,320,320,0,0.491802
1,1,320,10,32,1,1,320,320,320,0,0.896863
1,2,2,160,1,32,5,320,320,320,0,0.763302
1,80,20,2,1,4,8,320,320,320,0,0.898182
1,8,50,4,64,1,1,320,320,320,0,0.493053
1,32,5,4,40,2,2,320,320,320,0,0.977914
1,2,160,5,8,2,4,320,320,320,0,0.925333
0,32,10,5,16,4,1,320,320,320,0,0.908661
1,100,2,4,8,2,8,320,320,320,0,0.917732
1,8,10,10,8,1,16,320,320,320,0,0.763393
3,25,4,2,16,4,8,320,320,320,0,0.492469
2,16,20,5,8,8,1,320,320,320,0,0.962146
0,16,4,5,4,80,1,320,320,320,0,0.493091
1,10,2,32,4,8,5,320,320,320,0,0.898447
1,16,1,20,1,20,16,320,320,320,0,0.988671
1,2,4,16,100,4,2,320,320,320,0,0.897245
1,50,4,4,4,32,1,320,320,320,0,0.977504
0,2,64,5,160,1,1,320,320,320,0,0.965555
1,40,4,1,80,4,2,320,320,320,0,0.931629
3,5,8,80,1,4,8,320,320,320,0,0.956011
3,8,16,1,20,40,1,320,320,320,0,0.95565
0,128,1,1,100,4,2,320,320,320,0,0.943694
1,20,16,1,5,32,2,320,320,320,0,0.947179
1,2,8,10,20,1,32,320,320,320,0,0.763366
1,400,2,2,4,8,2,320,320,320,0,0.703672
1,4,100,1,8,32,1,320,320,320,0,0.837727
1,4,10,4,320,1,2,320,320,320,0,0.933416
1,1,320,2,2,40,2,320,320,320,0,0.927001
1,1,8,80,16,10,1,320,320,320,0,0.928475
1,32,2,2,4,5,40,320,320,320,0,0.763356
0,2,20,8,1,64,5,320,320,320,0,0.896119
1,1,20,20,16,4,4,320,320,320,0,0.925539
3,4,5,32,10,4,4,320,320,320,0,0.896266
0,1,4,40,32,20,1,320,320,320,0,0.900138
1,5,80,1,8,4,8,320,320,320,0,0.96313
1,2,8,8,200,4,1,320,320,320,0,0.93066
1,5,16,8,4,1,40,320,320,320,0,0.908108
1,5,1,320,1,4,16,320,320,320,0,0.91139
2,4,20,2,160,1,4,320,320,320,0,0.917077
1,5,4,40,4,32,1,320,320,320,0,0.908117
1,16,50,4,16,1,2,320,320,320,0,0.894267
0,1,32,20,1,4,40,320,320,320,0,0.975372
1,20,4,8,1,32,5,320,320,320,0,0.901225
3,1,2,64,2,8,50,320,320,320,0,0.926413
1,32,4,25,2,2,8,320,320,320,0,0.878352
1,32,2,5,20,8,2,320,320,320,0,0.763381
1,4,8,4,50,1,16,320,320,320,0,0.925267
1,5,128,1,2,16,5,320,320,320,0,0.95727
1,200,4,1,2,16,4,320,320,320,0,0.763349
1,8,25,4,16,8,1,320,320,320,0,0.898373
1,64,1,10,160,1,1,320,320,320,0,0.4888
1,2,8,10,32,2,10,320,320,320,0,0.877588
1,25,8,8,2,8,4,320,320,320,0,0.894488
1,4,50,4,128,1,1,320,320,320,0,0.916408
1,16,2,4,20,1,40,320,320,320,0,0.873548
1,1,2,320,40,2,2,320,320,320,0,0.491802
0,160,1,1,32,2,10,320,320,320,0,0.913747
1,5,4,8,64,5,2,320,320,320,0,0.775228
1,1,16,40,1,20,8,320,320,320,0,0.896926
1,50,1,2,8,4,32,320,320,320,0,0.942383
1,8,100,4,4,2,4,320,320,320,0,0.908997
1,4,2,40,1,40,8,320,320,320,0,0.490042
0,16,50,2,1,16,4,320,320,320,0,0.897358
0,10,2,16,40,2,4,320,320,320,0,0.982125
1,2,100,2,2,2,64,320,320,320,0,0.943605
1,20,1,8,320,1,2,320,320,320,0,0.458705
1,4,2,25,16,8,4,320,320,320,0,0.91294
1,16,1,100,8,8,1,320,320,320,0,0.897758
1,4,10,4,40,8,2,320,320,320,0,0.85315
1,4,80,5,32,2,1,320,320,320,0,0.894725
2,8,8,2,10,40,2,320,320,320,0,0.892516
1,25,8,1,32,4,4,320,320,320,0,0.774831
1,1,5,128,1,160,1,320,320,320,0,0.906111
1,8,80,5,1,32,1,320,320,320,0,0.763468
1,1,128,5,80,2,1,320,320,320,0,0.895232
1,20,1,40,1,128,1,320,320,320,0,0.910777
1,4,8,4,5,40,4,320,320,320,0,0.910702
1,5,16,20,8,4,2,320,320,320,0,0.491119
1,10,2,5,512,2,1,320,320,320,0,0.913339
1,50,8,8,1,8,4,320,320,320,0,0.927217
1,5,20,16,1,64,1,320,320,320,0,0.873672
1,10,1,160,32,1,2,320,320,320,0,0.389828
0,1,2,160,4,80,1,320,320,320,0,0.964069
1,2,25,16,4,8,4,320,320,320,0,0.489923
1,8,100,2,4,8,2,320,320,320,0,0.841239
1,2,100,4,1,64,2,320,320,320,0,0.856367
1,1,1,320,20,2,8,320,320,320,0,0.938344
1,16,8,1,5,5,32,320,320,320,0,0.763225
0,25,64,1,4,8,2,320,320,320,0,0.852593
1,10,1,32,20,2,8,320,320,320,0,0.844671
1,400,4,2,4,1,8,320,320,320,0,0.943991
1,10,16,5,4,16,2,320,320,320,0,0.904832
0,10,8,2,10,8,8,320,320,320,0,0.908457
1,8,5,20,64,1,2,320,320,320,0,0.952206
1,20,8,20,1,32,1,320,320,320,0,0.489189
1,40,5,1,2,256,1,320,320,320,0,0.905298
1,1,1600,1,16,4,1,320,320,320,0,0.389415
1,100,4,2,16,4,2,320,320,320,0,0.984924
1,640,1,1,4,2,20,320,320,320,0,0.823213
1,2,5,32,16,1,20,320,320,320,0,0.857415
1,40,1,80,4,8,1,320,320,320,0,0.92628
1,2,2,32,25,32,1,320,320,320,0,0.763404
1,5,4,20,64,2,2,320,320,320,0,0.491857
1,16,2,4,5,5,32,320,320,320,0,0.956393
1,5,64,2,8,20,1,320,320,320,0,0.900107
1,8,2,10,10,32,2,320,320,320,0,0.954378
0,1,80,2,8,5,16,320,320,320,0,0.489948
1,10,2,8,80,1,8,320,320,320,0,0.939673
1,40,10,2,4,4,8,320,320,320,0,0.938533
1,20,8,1,1,10,64,320,320,320,0,0.822352
1,400,1,2,2,8,8,320,320,320,0,0.91058
1,16,1,8,1,100,8,320,320,320,0,0.490529
1,40,5,16,2,4,4,320,320,320,0,0.763157
1,4,8,100,8,2,2,320,320,320,0,0.933407
1,10,4,16,8,5,4,320,320,320,0,0.763234
0,8,50,8,32,1,1,320,320,320,0,0.943092
1,40,2,2,80,8,1,320,320,320,0,0.908522
1,1,800,4,4,1,8,320,320,320,0,0.913507
1,8,1,100,16,8,1,320,320,320,0,0.834672
1,4,40,2,20,1,16,320,320,320,0,0.966715
1,160,2,1,1,20,16,320,320,320,0,0.857397
1,1,320,2,10,2,8,320,320,320,0,0.763284
1,4,20,2,8,5,16,320,320,320,0,0.925956
1,1,1,640,8,10,2,320,320,320,0,0.763447
1,1,2,64,40,5,4,320,320,320,0,0.873402
1,2,1,100,2,4,64,320,320,320,0,0.950299
1,8,5,16,4,4,10,320,320,320,0,0.491266
1,1,4,40,64,5,2,320,320,320,0,0.909436
2,5,16,2,2,16,20,320,320,320,0,0.493109
1,4,5,32,2,2,40,320,320,320,0,0.949568
1,1,16,50,2,4,16,320,320,320,0,0.904301
1,2,100,1,64,2,4,320,320,320,0,0.939305
1,1,64,2,100,4,2,320,320,320,0,0.929942
1,1,640,1,2,10,8,320,320,320,0,0.952448
1,1,320,1,16,4,5,320,320,320,0,0.949893
1,1,2,80,20,8,4,320,320,320,0,0.89949
1,1,8,200,8,8,1,320,320,320,0,0.864809
1,200,2,1,1,32,8,320,320,320,0,0.38875
1,10,64,1,4,1,40,320,320,320,0,0.873777
1,1,200,16,2,2,8,320,320,320,0,0.857013
1,2,5,64,2,4,20,320,320,320,0,0.917325
1,8,5,8,5,64,1,320,320,320,0,0.773245
1,8,5,5,1,128,4,320,320,320,0,0.952212
1,4,5,8,32,10,2,320,320,320,0,0.913222
1,2,5,32,8,40,1,320,320,320,0,0.953001
2,2,800,1,2,8,4,320,320,320,0,0.913704
2,1,40,40,4,16,1,320,320,320,0,0.925257
3,160,2,5,2,2,16,320,320,320,0,0.913414
1,4,32,1,20,40,1,320,320,320,0,0.942441
1,20,2,10,64,2,2,320,320,320,0,0.822743
1,16,5,4,4,16,5,320,320,320,0,0.978967
1,2,16,5,5,8,16,320,320,320,0,0.491808
1,10,16,20,2,2,8,320,320,320,0,0.973092
1,2,2,80,1,16,20,320,320,320,0,0.89707
1,8,4,10,40,4,2,320,320,320,0,0.910488
1,5,4,80,1,1,64,320,320,320,0,0.909061
1,1,8,40,8,2,20,320,320,320,0,0.97062
1,10,5,64,2,8,2,320,320,320,0,0.892886
1,4,32,5,4,40,1,320,320,320,0,0.909159
1,1,80,4,8,20,2,320,320,320,0,0.487374
1,1,32,4,40,10,2,320,320,320,0,0.922855
1,1,320,5,2,1,32,320,320,320,0,0.903793
1,2,20,4,4,80,2,320,320,320,0,0.917496
1,5,1,20,1,1024,1,320,320,320,0,0.927832
1,1,160,20,2,16,1,320,320,320,0,0.910191
1,16,2,20,8,10,2,320,320,320,0,0.948755
1,16,8,1,200,1,4,320,320,320,0,0.763611
1,2,1,320,8,5,4,320,320,320,0,0.487223
1,5,64,10,2,1,16,320,320,320,0,0.763458
1,2,10,10,1,128,4,320,320,320,0,0.917382
1,40,2,2,1,128,5,320,320,320,0,0.893664
1,4,8,5,1,160,4,320,320,320,0,0.497397
1,1,64,2,160,1,5,320,320,320,0,0.962048
1,100,8,4,2,4,4,320,320,320,0,0.950507
1,4,10,10,128,1,2,320,320,320,0,0.878743
1,640,1,5,1,2,16,320,320,320,0,0.896594
1,16,10,4,32,1,5,320,320,320,0,0.899863
1,4,100,1,1,8,32,320,320,320,0,0.943379
1,80,4,1,16,10,2,320,320,320,0,0.955309
1,4,1,25,4,256,1,320,320,320,0,0.899413
1,200,2,2,16,2,4,320,320,320,0,0.955927
1,8,50,1,32,4,2,320,320,320,0,0.839574
1,80,5,1,256,1,1,320,320,320,0,0.926377
2,4,100,1,1,8,32,320,320,320,0,0.980381
1,4,100,2,2,32,2,320,320,320,0,0.959135
1,40,40,1,1,2,32,320,320,320,0,0.923888
1,1,4,32,40,5,4,320,320,320,0,0.947465
0,8,2,8,16,50,1,320,320,320,0,0.763336
0,4,4,20,4,8,10,320,320,320,0,0.900123
1,2,8,50,2,16,4,320,320,320,0,0.980423
1,32,2,25,16,4,1,320,320,320,0,0.912375
1,5,40,4,128,1,1,320,320,320,0,0.895945
1,2,16,4,8,25,4,320,320,320,0,0.763299
1,4,5,32,16,10,1,320,320,320,0,0.912824
1,32,5,1,8,4,20,320,320,320,0,0.965493
1,1,1,320,10,2,16,320,320,320,0,0.922064
1,10,40,1,32,4,2,320,320,320,0,0.940666
1,1,8,100,8,4,4,320,320,320,0,0.913527
1,2,5,32,2,5,32,320,320,320,0,0.977951
1,32,2,5,10,1,32,320,320,320,0,0.913698
1,8,20,1,32,20,1,320,320,320,0,0.897059
3,1600,1,1,4,16,1,320,320,320,0,0.89539
3,4,100,1,1,8,32,320,320,320,0,0.491239
1,1,20,5,8,16,8,320,320,320,0,0.873522
1,1,20,8,20,4,8,320,320,320,0,0.965545
2,4,8,4,25,32,1,320,320,320,0,0.900345
3,64,1,10,32,1,5,320,320,320,0,0.93625
1,4,8,4,1,40,20,320,320,320,0,0.879366
1,4,50,4,64,2,1,320,320,320,0,0.878005
1,10,40,4,4,16,1,320,320,320,0,0.913711
1,1,8,16,1,80,10,320,320,320,0,0.946626
1,5,1,64,40,2,4,320,320,320,0,0.913439
1,2,100,16,1,8,4,320,320,320,0,0.965474
3,1,32,20,1,32,5,320,320,320,0,0.934191
3,25,2,8,4,8,8,320,320,320,0,0.733038
1,10,1,32,16,5,4,320,320,320,0,0.818551
2,1,1,1600,2,1,32,320,320,320,0,0.984274
3,5,32,2,2,160,1,320,320,320,0,0.974775
1,320,2,5,1,4,8,320,320,320,0,0.930186
1,4,2,20,20,16,2,320,320,320,0,0.964337
0,2,16,50,4,8,2,320,320,320,0,0.490849
1,4,1,800,8,4,1,320,320,320,0,0.763484
1,40,2,4,8,20,2,320,320,320,0,0.919077
1,200,4,2,8,8,1,320,320,320,0,0.93265
1,20,16,1,2,8,20,320,320,320,0,0.763396
1,8,5,80,4,2,4,320,320,320,0,0.490361
1,32,5,4,8,4,5,320,320,320,0,0.979715
1,8,1,25,1,64,8,320,320,320,0,0.899515
1,2,20,20,8,1,16,320,320,320,0,0.952646
3,1,3200,1,4,1,8,320,320,320,0,0.845761
1,80,2,1,8,16,5,320,320,320,0,0.898348
1,20,2,16,16,10,1,320,320,320,0,0.90438
0,8,20,1,10,1,64,320,320,320,0,0.85716
2,4,50,8,1,16,4,320,320,320,0,0.942456
1,32,10,1,2,8,20,320,320,320,0,0.917231
1,40,2,4,4,2,40,320,320,320,0,0.897086
0,2,1,800,2,16,2,320,320,320,0,0.909639
1,2,8,40,20,8,1,320,320,320,0,0.873955
1,2,16,4,4,4,50,320,320,320,0,0.957987
2,1,2,160,4,8,10,320,320,320,0,0.904749
3,20,20,1,2,16,8,320,320,320,0,0.912628
2,16,4,10,10,16,1,320,320,320,0,0.904268
1,1,20,16,4,80,1,320,320,320,0,0.903285
1,4,10,8,32,2,5,320,320,320,0,0.733089
1,10,40,8,1,16,2,320,320,320,0,0.763349
1,2,10,8,16,2,20,320,320,320,0,0.942986
1,25,8,8,2,1,32,320,320,320,0,0.896804
3,2,16,10,5,32,2,320,320,320,0,0.76308
0,80,40,1,4,4,2,320,320,320,0,0.936121
1,5,20,1,2,128,4,320,320,320,0,0.904201
1,1,2,1600,1,1,32,320,320,320,0,0.985783
0,8,4,10,2,16,10,320,320,320,0,0.490241
3,10,8,2,128,1,5,320,320,320,0,0.985305
1,8,50,2,8,1,16,320,320,320,0,0.911895
1,4,8,4,50,4,4,320,320,320,0,0.918371
0,8,5,4,20,1,32,320,320,320,0,0.924421
0,4,80,1,20,8,2,320,320,320,0,0.898628
1,25,1,16,32,8,1,320,320,320,0,0.492536
1,5,16,2,16,2,20,320,320,320,0,0.97788
1,40,2,4,10,32,1,320,320,320,0,0.956133
1,50,4,2,16,2,8,320,320,320,0,0.913704
1,5,4,160,4,8,1,320,320,320,0,0.985622
2,8,2,8,100,4,2,320,320,320,0,0.763642
1,4,16,5,8,20,2,320,320,320,0,0.913867
0,8,100,4,1,4,8,320,320,320,0,0.894957
1,25,2,4,1,64,8,320,320,320,0,0.898241
2,4,4,8,1,100,8,320,320,320,0,0.857344
3,2,1,80,16,1,40,320,320,320,0,0.878459
1,8,1,20,160,4,1,320,320,320,0,0.818873
1,2,16,4,2,50,8,320,320,320,0,0.763319
1,1,50,64,1,32,1,320,320,320,0,0.893517
2,2,16,20,8,1,20,320,320,320,0,0.763443
1,8,2,25,8,8,4,320,320,320,0,0.925295
1,8,2,10,2,10,32,320,320,320,0,0.976242
1,10,8,20,4,16,1,320,320,320,0,0.934714
1,1600,2,1,16,1,2,320,320,320,0,0.956335
1,40,8,5,1,2,32,320,320,320,0,0.91066
1,16,5,10,8,16,1,320,320,320,0,0.494236
0,4,32,5,2,80,1,320,320,320,0,0.911311
2,1,80,10,32,1,4,320,320,320,0,0.925721
1,8,2,20,80,4,1,320,320,320,0,0.961886
1,160,10,2,8,1,4,320,320,320,0,0.906949
1,2,64,1,5,16,10,320,320,320,0,0.898957
1,25,1,4,2,8,64,320,320,320,0,0.946952
1,8,10,20,4,16,1,320,320,320,0,0.948999
1,2,2,32,10,2,40,320,320,320,0,0.911249
1,5,1,320,8,1,8,320,320,320,0,0.906064
1,5,32,2,10,32,1,320,320,320,0,0.917416
1,160,1,1,2,16,20,320,320,320,0,0.878494
0,10,1,32,5,32,2,320,320,320,0,0.896813
1,1,50,2,4,16,16,320,320,320,0,0.948551
2,20,8,2,1,10,32,320,320,320,0,0.895619
1,50,4,8,8,2,4,320,320,320,0,0.946847
3,4,20,2,1,10,64,320,320,320,0,0.89629
1,1,128,1,2,50,8,320,320,320,0,0.911174
1,16,10,10,4,2,8,320,320,320,0,0.491578
1,4,1,32,20,4,10,320,320,320,0,0.935655
3,4,2,40,4,4,20,320,320,320,0,0.901778
1,20,5,8,2,32,2,320,320,320,0,0.985369
1,1,160,20,8,4,1,320,320,320,0,0.914067
1,1,32,10,5,32,2,320,320,320,0,0.387633
1,25,1,128,2,8,2,320,320,320,0,0.912634
3,2,2,40,20,2,16,320,320,320,0,0.393962
1,20,40,1,1,2,64,320,320,320,0,0.944231
1,5,32,1,10,1,64,320,320,320,0,0.94087
1,2,10,80,64,1,1,320,320,320,0,0.941436
1,1,16,50,2,16,4,320,320,320,0,0.902492
1,1,32,25,16,4,2,320,320,320,0,0.944193
1,2,50,4,2,2,64,320,320,320,0,0.919957
1,1,10,64,8,4,5,320,320,320,0,0.94389
0,4,100,1,1,8,32,320,320,320,0,0.946755
1,1,16,8,80,1,10,320,320,320,0,0.900334
0,80,5,8,1,8,4,320,320,320,0,0.908309
3,4,5,16,40,4,2,320,320,320,0,0.820723
3,20,4,2,1,16,40,320,320,320,0,0.98045
1,2,32,5,8,5,8,320,320,320,0,0.978518
0,8,5,40,8,4,2,320,320,320,0,0.923658
1,1,400,2,2,16,4,320,320,320,0,0.960208
3,160,10,1,4,1,16,320,320,320,0,0.894057
0,4,20,2,128,5,1,320,320,320,0,0.976312
1,5,2,16,32,20,1,320,320,320,0,0.953097
1,32,5,1,40,16,1,320,320,320,0,0.913287
1,5,1,32,128,1,5,320,320,320,0,0.908594
1,2,2,200,1,4,32,320,320,320,0,0.895828
0,1,160,4,2,2,40,320,320,320,0,0.899215
1,1,200,1,2,128,2,320,320,320,0,0.490319
1,32,5,20,16,1,2,320,320,320,0,0.763395
1,320,1,2,1,5,32,320,320,320,0,0.763328
1,20,2,8,1,8,40,320,320,320,0,0.917527
1,1,160,2,40,4,2,320,320,320,0,0.92638
1,50,1,4,32,1,16,320,320,320,0,0.90811
1,1,1,640,160,1,1,320,320,320,0,0.906569
1,1,16,20,320,1,1,320,320,320,0,0.93545
1,1,80,40,1,16,2,320,320,320,0,0.976305
1,16,1,20,8,8,5,320,320,320,0,0.907845
2,4,16,10,2,20,4,320,320,320,0,0.895785
1,5,1,128,1,10,16,320,320,320,0,0.944607
1,5,16,2,128,5,1,320,320,320,0,0.964148
1,1,5,320,8,1,8,320,320,320,0,0.900035
1,20,8,2,4,16,5,320,320,320,0,0.956018
1,25,32,1,4,1,32,320,320,320,0,0.490995
1,1,16,8,8,10,10,320,320,320,0,0.94319
1,5,10,64,1,4,8,320,320,320,0,0.945017
1,4,2,16,16,1,50,320,320,320,0,0.877581
1,2,5,32,5,8,8,320,320,320,0,0.763431
1,160,2,2,4,20,2,320,320,320,0,0.978179
1,400,8,1,1,16,2,320,320,320,0,0.986567
1,20,20,1,1,128,2,320,320,320,0,0.897816
1,16,10,5,2,32,2,320,320,320,0,0.976086
3,8,5,5,2,16,16,320,320,320,0,0.904956
1,8,10,4,20,1,16,320,320,320,0,0.76351
1,10,4,16,40,2,2,320,320,320,0,0.909628
1,25,16,1,2,32,4,320,320,320,0,0.929913
1,1,5,64,1,40,8,320,320,320,0,0.947297
1,1,20,32,80,2,1,320,320,320,0,0.914017
1,4,100,1,16,4,4,320,320,320,0,0.913733
0,160,1,2,2,16,10,320,320,320,0,0.962545
1,100,4,2,1,128,1,320,320,320,0,0.940999
1,20,5,2,1,8,64,320,320,320,0,0.907486
1,8,50,1,16,1,16,320,320,320,0,0.911962
2,5,4,16,4,8,10,320,320,320,0,0.977937
2,20,8,5,1,2,64,320,320,320,0,0.826864
1,32,10,5,8,2,4,320,320,320,0,0.763391
1,16,25,2,2,4,16,320,320,320,0,0.763372
1,2,16,4,40,20,1,320,320,320,0,0.897832
1,32,5,2,8,2,20,320,320,320,0,0.893711
1,2,4,25,2,16,16,320,320,320,0,0.902693
3,2,20,40,1,2,32,320,320,320,0,0.951215
1,64,10,1,5,16,2,320,320,320,0,0.913069
1,16,4,2,1,80,10,320,320,320,0,0.940972
1,10,8,2,8,10,8,320,320,320,0,0.92168
1,1,10,10,16,16,4,320,320,320,0,0.492525
1,10,80,2,16,2,2,320,320,320,0,0.950053
1,160,2,1,2,16,10,320,320,320,0,0.710795
1,8,1,100,8,4,4,320,320,320,0,0.894043
1,1,1,160,1,640,1,320,320,320,0,0.964211
1,50,4,1,4,32,4,320,320,320,0,0.89632
1,1,8,20,20,32,1,320,320,320,0,0.900544
1,20,8,2,5,64,1,320,320,320,0,0.910785
1,16,10,20,1,4,8,320,320,320,0,0.971304
3,1,64,5,2,10,16,320,320,320,0,0.763508
0,32,5,1,16,10,4,320,320,320,0,0.927164
1,5,1,20,128,2,4,320,320,320,0,0.913032
1,20,4,2,1,64,10,320,320,320,0,0.897982
1,8,20,10,2,32,1,320,320,320,0,0.91069
3,16,1,40,1,16,10,320,320,320,0,0.952549
